"Informazioni cronologiche","Sei..","Sei interessato a.. (possibile scelta multipla)","Quanti anni hai?","Qual è il colore dei tuoi occhi?","Qual è il colore dei tuoi capelli?","Quanto sei alto?","Studi?","Se si, frequenti..","Quali sono i tuoi interessi? (possibile scelta multipla)","Cosa è importante per te in una persona? (possibile scelta multipla)","Quanto reputi utile un sito dating?","Per cosa useresti il nostro sito di dating?"
"2020/12/24 12:12:17 PM CET","Maschio","Donne","18 - 25","Verdi","Altro","1,61m - 1,80m","Si","Università - Facoltà scientifica","Sport;Calcio;Serie Tv;Teatro;Politica;Viaggi;Libri;Motori","Carattere;Hobby/Passioni","8","Amicizie"
"2020/12/24 12:13:16 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Cinema;Serie Tv;Arte;Viaggi;Storia","Carattere","2","Rapporti occasionali"
"2020/12/24 12:14:06 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Sport;Serie Tv;Viaggi;Cucina;Fotografia;Motori;Moda","Carattere;Aspetto fisico;Hobby/Passioni","5","Amicizie"
"2020/12/24 12:14:21 PM CET","Maschio","Uomini","18 - 25","Verdi","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Sport;Anime;Manga/Fumetti;Serie Tv;Politica;Videogiochi;Tecnologia;Viaggi;Libri;Altro","Carattere;Aspetto fisico;Hobby/Passioni","7","Altro"
"2020/12/24 12:14:47 PM CET","Femmina","Uomini;Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Calcio;Cucina;Natura","Carattere;Hobby/Passioni","5","Amicizie"
"2020/12/24 12:14:57 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Sport;Anime;Serie Tv;Videogiochi;Tecnologia;Viaggi;Informatica;Cucina;Natura","Carattere","8","Rapporti occasionali"
"2020/12/24 12:18:54 PM CET","Femmina","Uomini","18 - 25","Verdi","Castani","1,41m - 1,60m","Si","Università - Facoltà scientifica","Musica;Cinema;Serie Tv;Libri;Natura","Carattere;Aspetto fisico;Hobby/Passioni","5","Amicizie"
"2020/12/24 12:20:30 PM CET","Femmina","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Sport;Calcio;Serie Tv;Tv;Arte;Videogiochi;Tecnologia;Viaggi;Informatica;Libri;Cucina;Fotografia","Carattere","8","Relazioni"
"2020/12/24 12:22:33 PM CET","Femmina","Uomini","18 - 25","Altro","Rossi","1,41m - 1,60m","Si","Università - Facoltà umanistica","Musica;Cinema;Serie Tv;Arte;Viaggi;Storia;Libri","Carattere;Aspetto fisico","3","Amicizie"
"2020/12/24 12:24:24 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Arte;Teatro;Politica;Viaggi;Storia;Cucina;Natura","Carattere;Aspetto fisico","2","Altro"
"2020/12/24 12:27:10 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,41m - 1,60m","Si","Università - Facoltà scientifica","Serie Tv;Cucina","Carattere;Aspetto fisico","6","Amicizie"
"2020/12/24 12:29:53 PM CET","Maschio","Donne","18 - 25","Castani","Neri","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Cinema;Sport;Calcio;Anime;Manga/Fumetti;Serie Tv;Tv;Arte;Teatro;Politica;Videogiochi;Tecnologia;Storia;Informatica;Libri;Fotografia","Carattere;Hobby/Passioni","8","Relazioni"
"2020/12/24 12:30:01 PM CET","Femmina","Uomini","18 - 25","Castani","Rossi","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Sport;Calcio;Serie Tv;Viaggi;Cucina;Disegno","Carattere;Aspetto fisico;Hobby/Passioni","7","Relazioni"
"2020/12/24 12:31:07 PM CET","Femmina","Uomini;Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Sport;Serie Tv;Tv;Arte;Viaggi;Storia;Libri;Cucina;Natura;Fotografia;Disegno;Moda","Carattere;Hobby/Passioni","7","Amicizie"
"2020/12/24 12:32:31 PM CET","Femmina","Donne","18 - 25","Neri","Neri","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Cinema;Serie Tv;Arte;Teatro;Viaggi;Libri;Altro","Altro","8","Amicizie"
"2020/12/24 12:36:50 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","No","Nessuna delle precedenti","Musica;Sport;Arte;Videogiochi;Viaggi;Cucina;Natura;Fotografia;Disegno;Motori;Moda","Aspetto fisico","7","Rapporti occasionali"
"2020/12/24 12:38:09 PM CET","Maschio","Donne","26 - 35","Castani","Castani","1,61m - 1,80m","Si","Nessuna delle precedenti","Musica;Cinema;Sport;Calcio;Serie Tv;Tv;Teatro;Politica;Videogiochi;Tecnologia;Viaggi;Libri;Motori","Carattere;Aspetto fisico;Hobby/Passioni","7","Rapporti occasionali"
"2020/12/24 12:41:26 PM CET","Femmina","Uomini","18 - 25","Verdi","Biondi","1,41m - 1,60m","Si","Università - Facoltà umanistica","Musica;Cinema;Serie Tv;Arte;Viaggi;Libri;Natura","Carattere;Aspetto fisico","4","Amicizie"
"2020/12/24 12:42:57 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,41m - 1,60m","Si","Università - Facoltà scientifica","Musica;Sport;Calcio;Arte;Politica;Videogiochi;Tecnologia;Viaggi;Storia;Informatica;Libri;Cucina;Natura","Carattere","2","Rapporti occasionali"
"2020/12/24 12:44:23 PM CET","Maschio","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Sport;Serie Tv;Politica;Videogiochi;Tecnologia;Viaggi;Informatica;Cucina;Motori","Carattere;Aspetto fisico;Hobby/Passioni","8","Rapporti occasionali"
"2020/12/24 12:47:03 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,81m - 2m","Si","Università - Facoltà scientifica","Sport;Calcio;Serie Tv;Politica;Libri;Cucina;Altro","Carattere;Aspetto fisico;Hobby/Passioni;Altro","2","Rapporti occasionali"
"2020/12/24 12:49:31 PM CET","Maschio","Donne","18 - 25","Grigi","Neri","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Cinema;Sport;Calcio;Serie Tv;Politica;Videogiochi;Viaggi;Moda","Carattere;Aspetto fisico","8","Rapporti occasionali"
"2020/12/24 12:49:42 PM CET","Femmina","Uomini","18 - 25","Verdi","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Sport;Arte;Tecnologia;Libri;Natura","Carattere;Hobby/Passioni","6","Amicizie"
"2020/12/24 12:49:53 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Cinema;Serie Tv;Politica;Moda","Carattere;Aspetto fisico","8","Amicizie"
"2020/12/24 12:54:44 PM CET","Maschio","Donne","18 - 25","Castani","Neri","1,61m - 1,80m","Si","Università - Facoltà scientifica","Cinema;Sport;Calcio;Anime;Serie Tv;Videogiochi;Tecnologia;Viaggi;Informatica","Carattere;Aspetto fisico","9","Relazioni"
"2020/12/24 12:54:45 PM CET","Maschio","Donne","18 - 25","Azzurri","Biondi","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Videogiochi;Tecnologia;Informatica","Carattere;Aspetto fisico","4","Relazioni"
"2020/12/24 12:55:15 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Sport;Calcio;Anime;Arte;Politica;Videogiochi;Storia;Libri;Altro","Carattere;Aspetto fisico;Hobby/Passioni;Altro","7","Relazioni"
"2020/12/24 12:57:23 PM CET","Femmina","Uomini","18 - 25","Castani","Neri","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Cinema;Anime;Serie Tv;Tv;Arte;Politica;Viaggi;Storia;Libri;Fotografia;Disegno","Carattere;Hobby/Passioni","6","Relazioni"
"2020/12/24 1:00:04 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Sport;Manga/Fumetti;Serie Tv;Videogiochi","Carattere;Hobby/Passioni","6","Rapporti occasionali"
"2020/12/24 1:00:59 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Sport;Anime;Manga/Fumetti;Serie Tv;Libri","Carattere","4","Amicizie"
"2020/12/24 1:01:53 PM CET","Maschio","Donne","18 - 25","Castani","Neri","1,81m - 2m","Si","Università - Facoltà umanistica","Musica;Cinema;Sport;Calcio;Serie Tv;Politica;Videogiochi;Libri;Motori","Carattere;Aspetto fisico","7","Relazioni"
"2020/12/24 1:02:09 PM CET","Maschio","Donne","18 - 25","Azzurri","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Sport;Calcio;Anime;Manga/Fumetti;Serie Tv;Videogiochi;Tecnologia;Informatica;Cucina;Natura","Carattere;Aspetto fisico","6","Rapporti occasionali"
"2020/12/24 1:07:28 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,41m - 1,60m","Si","Università - Facoltà scientifica","Sport;Calcio;Serie Tv;Politica;Viaggi;Storia;Libri;Cucina;Altro","Carattere;Hobby/Passioni;Altro","7","Amicizie"
"2020/12/24 1:07:55 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,81m - 2m","Si","Università - Facoltà scientifica","Musica;Cinema;Anime;Manga/Fumetti;Serie Tv;Videogiochi;Viaggi;Libri","Carattere;Aspetto fisico;Hobby/Passioni","4","Altro"
"2020/12/24 1:10:02 PM CET","Maschio","Donne","18 - 25","Castani","Neri","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Sport;Serie Tv;Videogiochi;Tecnologia;Informatica;Libri","Carattere","8","Amicizie"
"2020/12/24 1:13:30 PM CET","Femmina","Donne","18 - 25","Castani","Castani","1,41m - 1,60m","Si","Università - Facoltà scientifica","Musica;Anime;Serie Tv;Viaggi;Libri;Cucina;Natura;Fotografia","Carattere;Aspetto fisico;Hobby/Passioni","8","Relazioni"
"2020/12/24 1:21:30 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Serie Tv;Viaggi;Libri","Carattere;Aspetto fisico","5","Relazioni"
"2020/12/24 1:22:44 PM CET","Femmina","Uomini","18 - 25","Castani","Biondi","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Cinema;Serie Tv;Tv;Arte;Teatro;Politica;Videogiochi;Viaggi;Storia;Libri;Cucina;Natura;Disegno","Carattere","7","Amicizie"
"2020/12/24 1:26:29 PM CET","Femmina","Uomini","18 - 25","Verdi","Castani","1,41m - 1,60m","Si","Università - Facoltà umanistica","Musica;Cinema;Anime;Serie Tv;Tv;Videogiochi;Libri","Carattere;Aspetto fisico;Hobby/Passioni","8","Amicizie"
"2020/12/24 1:27:49 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Cinema;Sport;Calcio;Serie Tv;Tv;Politica;Videogiochi;Tecnologia;Viaggi;Storia;Informatica;Cucina;Fotografia","Carattere;Aspetto fisico;Hobby/Passioni","7","Relazioni"
"2020/12/24 1:28:46 PM CET","Femmina","Uomini;Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Serie Tv;Storia;Libri;Fotografia","Carattere;Hobby/Passioni","9","Relazioni"
"2020/12/24 1:31:22 PM CET","Femmina","Uomini","18 - 25","Azzurri","Castani","1,41m - 1,60m","Si","Università - Facoltà umanistica","Libri;Cucina","Carattere;Aspetto fisico","4","Amicizie"
"2020/12/24 1:32:30 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Cinema;Tecnologia;Viaggi;Moda;Altro","Carattere","4","Amicizie"
"2020/12/24 1:44:46 PM CET","Maschio","Donne","26 - 35","Neri","Neri","1,81m - 2m","Si","Università - Facoltà scientifica","Musica;Cinema;Sport;Anime;Serie Tv;Videogiochi;Tecnologia;Viaggi;Storia;Informatica;Libri;Cucina;Natura;Fotografia","Carattere;Hobby/Passioni","6","Relazioni"
"2020/12/24 1:50:31 PM CET","Maschio","Donne","18 - 25","Castani","Neri","1,81m - 2m","Si","Università - Facoltà scientifica","Musica;Manga/Fumetti;Serie Tv;Politica;Tecnologia;Storia;Informatica;Libri;Natura;Fotografia","Carattere;Hobby/Passioni","8","Relazioni"
"2020/12/24 1:51:16 PM CET","Femmina","Uomini;Donne","18 - 25","Verdi","Castani","1,41m - 1,60m","Si","Università - Facoltà scientifica","Musica;Cinema;Sport;Serie Tv;Tv;Arte;Teatro;Videogiochi;Tecnologia;Viaggi;Cucina;Natura;Fotografia;Disegno;Altro","Carattere;Aspetto fisico;Hobby/Passioni;Altro","9","Relazioni"
"2020/12/24 1:53:35 PM CET","Maschio","Donne","18 - 25","Castani","Neri","1,61m - 1,80m","Si","Università - Facoltà umanistica","Serie Tv;Viaggi;Altro","Carattere;Aspetto fisico","8","Amicizie"
"2020/12/24 1:55:37 PM CET","Femmina","Uomini;Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Cinema;Sport;Arte;Teatro;Politica;Viaggi;Storia;Libri;Cucina;Natura;Fotografia","Aspetto fisico;Hobby/Passioni","6","Relazioni"
"2020/12/24 2:00:43 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,81m - 2m","Si","Università - Facoltà scientifica","Musica;Anime;Manga/Fumetti;Serie Tv;Arte;Videogiochi;Tecnologia;Informatica;Natura;Fotografia;Disegno;Motori;Altro","Carattere;Hobby/Passioni;Altro","7","Relazioni"
"2020/12/24 2:08:31 PM CET","Maschio","Donne","18 - 25","Altro","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Tecnologia;Cucina;Fotografia;Altro","Carattere;Aspetto fisico;Hobby/Passioni","7","Relazioni"
"2020/12/24 2:13:04 PM CET","Femmina","Uomini","18 - 25","Verdi","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Serie Tv;Tv;Arte;Tecnologia;Viaggi;Storia;Cucina;Natura;Moda","Carattere;Hobby/Passioni","5","Amicizie"
"2020/12/24 2:13:11 PM CET","Maschio","Donne","26 - 35","Verdi","Neri","1,81m - 2m","Si","Università - Facoltà scientifica","Musica;Cinema;Sport;Calcio;Manga/Fumetti;Serie Tv;Tv;Politica;Videogiochi;Tecnologia;Viaggi;Storia;Informatica;Libri;Cucina;Natura;Fotografia;Motori;Moda;Altro","Carattere;Hobby/Passioni","7","Relazioni"
"2020/12/24 2:16:59 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Serie Tv;Tv;Viaggi;Moda","Carattere;Hobby/Passioni","3","Relazioni"
"2020/12/24 2:23:53 PM CET","Femmina","Uomini","18 - 25","Castani","Neri","1,41m - 1,60m","Si","Università - Facoltà scientifica","Musica;Cinema;Anime;Manga/Fumetti;Serie Tv;Arte;Teatro;Politica;Videogiochi;Viaggi;Libri;Cucina","Carattere;Hobby/Passioni","7","Altro"
"2020/12/24 2:24:35 PM CET","Femmina","Uomini","18 - 25","Azzurri","Biondi","1,61m - 1,80m","No","","Musica;Politica;Viaggi;Libri;Cucina;Natura;Fotografia;Altro","Carattere;Aspetto fisico;Hobby/Passioni;Altro","9","Relazioni"
"2020/12/24 2:27:30 PM CET","Femmina","Uomini;Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Serie Tv;Teatro;Politica;Tecnologia;Viaggi;Storia;Natura;Altro","Carattere;Aspetto fisico;Hobby/Passioni","7","Amicizie"
"2020/12/24 2:44:02 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,81m - 2m","Si","Nessuna delle precedenti","Sport;Serie Tv;Viaggi;Storia;Cucina;Natura;Motori","Carattere;Aspetto fisico;Hobby/Passioni","8","Relazioni"
"2020/12/24 2:48:40 PM CET","Maschio","Donne","18 - 25","Neri","Neri","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Serie Tv;Videogiochi;Tecnologia;Viaggi;Informatica","Carattere;Aspetto fisico;Hobby/Passioni","6","Relazioni"
"2020/12/24 2:49:02 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","No","","Musica;Cinema;Serie Tv;Cucina;Altro","Carattere;Aspetto fisico;Hobby/Passioni","9","Relazioni"
"2020/12/24 2:54:08 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,41m - 1,60m","Si","Università - Facoltà scientifica","Musica;Arte;Teatro;Cucina;Natura;Disegno","Carattere","6","Relazioni"
"2020/12/24 2:55:15 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Serie Tv;Arte;Teatro;Politica;Videogiochi;Tecnologia;Viaggi;Storia;Informatica;Libri;Cucina;Disegno","Carattere;Aspetto fisico;Hobby/Passioni","3","Amicizie"
"2020/12/24 2:58:23 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,81m - 2m","Si","Università - Facoltà scientifica","Musica;Cinema;Sport;Serie Tv;Tv;Videogiochi;Viaggi;Natura;Motori;Moda","Carattere;Aspetto fisico;Hobby/Passioni","4","Relazioni"
"2020/12/24 3:00:48 PM CET","Femmina","Uomini","18 - 25","Azzurri","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Serie Tv;Tecnologia;Cucina","Carattere;Aspetto fisico","8","Relazioni"
"2020/12/24 3:03:23 PM CET","Maschio","Donne","18 - 25","Altro","Castani","1,81m - 2m","Si","Università - Facoltà scientifica","Musica;Cinema;Calcio;Anime;Manga/Fumetti;Serie Tv;Tv;Arte;Videogiochi;Tecnologia;Viaggi;Storia;Informatica;Libri;Cucina;Fotografia;Disegno;Moda","Carattere;Aspetto fisico;Hobby/Passioni","8","Relazioni"
"2020/12/24 3:20:07 PM CET","Femmina","Uomini;Donne","18 - 25","Castani","Rossi","1,41m - 1,60m","Si","Università - Facoltà scientifica","Musica;Cinema;Serie Tv;Arte;Teatro;Politica;Viaggi;Storia;Libri;Cucina;Fotografia","Carattere;Aspetto fisico;Hobby/Passioni;Altro","3","Amicizie"
"2020/12/24 3:21:16 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Scuola secondario di secondo grado (Liceo e Istituti vari) o gradi inferiori.","Serie Tv;Tv;Videogiochi;Tecnologia;Informatica","Carattere;Aspetto fisico;Hobby/Passioni","5","Altro"
"2020/12/24 3:21:26 PM CET","Femmina","Donne","18 - 25","Castani","Neri","1,41m - 1,60m","No","Nessuna delle precedenti","Musica;Cinema;Anime;Manga/Fumetti;Serie Tv;Videogiochi;Tecnologia;Libri;Natura","Carattere;Altro","4","Amicizie"
"2020/12/24 3:24:43 PM CET","Maschio","Donne","18 - 25","Verdi","Neri","1,81m - 2m","Si","Università - Facoltà scientifica","Musica;Cinema;Serie Tv;Videogiochi;Tecnologia;Informatica","Carattere;Aspetto fisico","6","Amicizie"
"2020/12/24 3:27:10 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Anime;Manga/Fumetti;Serie Tv;Videogiochi;Tecnologia;Viaggi;Informatica;Libri;Cucina","Carattere;Aspetto fisico","3","Relazioni"
"2020/12/24 3:34:53 PM CET","Femmina","Uomini","18 - 25","Azzurri","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Serie Tv;Videogiochi;Viaggi;Storia;Libri;Fotografia","Carattere;Aspetto fisico","6","Relazioni"
"2020/12/24 3:37:21 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Accademie varie (Artistica etc..)","Musica;Cinema;Anime;Manga/Fumetti;Serie Tv;Arte;Videogiochi;Tecnologia;Informatica;Natura;Fotografia;Disegno","Carattere;Aspetto fisico;Hobby/Passioni","10","Relazioni"
"2020/12/24 4:03:22 PM CET","Femmina","Uomini","18 - 25","Azzurri","Biondi","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Tv;Tecnologia;Viaggi;Cucina;Moda","Carattere;Aspetto fisico","6","Amicizie"
"2020/12/24 4:26:31 PM CET","Femmina","Uomini","18 - 25","Neri","Castani","1,41m - 1,60m","Si","Università - Facoltà umanistica","Musica;Cinema;Arte;Teatro;Viaggi;Storia;Libri;Cucina","Carattere;Hobby/Passioni","7","Relazioni"
"2020/12/24 4:27:37 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Accademie varie (Artistica etc..)","Musica;Cucina;Natura;Disegno","Carattere;Altro","7","Amicizie"
"2020/12/24 4:28:37 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Sport;Calcio;Anime;Manga/Fumetti;Politica;Videogiochi;Tecnologia;Informatica;Motori","Carattere;Aspetto fisico","5","Amicizie"
"2020/12/24 4:39:25 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,41m - 1,60m","Si","Università - Facoltà umanistica","Musica;Cinema;Serie Tv;Arte;Teatro;Viaggi;Libri;Natura;Fotografia;Disegno;Altro","Carattere;Aspetto fisico;Hobby/Passioni;Altro","2","Altro"
"2020/12/24 4:41:25 PM CET","Maschio","Donne","18 - 25","Castani","Neri","1,61m - 1,80m","Si","Università - Facoltà scientifica","Cinema;Sport;Serie Tv;Arte;Teatro;Videogiochi;Tecnologia;Viaggi;Storia;Informatica;Cucina;Natura","Carattere;Aspetto fisico;Hobby/Passioni","8","Relazioni"
"2020/12/24 4:41:43 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Serie Tv;Tv;Videogiochi;Viaggi;Storia;Cucina;Natura;Fotografia","Carattere;Aspetto fisico","3","Relazioni"
"2020/12/24 4:52:22 PM CET","Femmina","Uomini","18 - 25","Castani","Neri","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Arte;Moda","Carattere","2","Relazioni"
"2020/12/24 5:04:22 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Manga/Fumetti;Tecnologia;Cucina;Motori","Carattere;Aspetto fisico","3","Rapporti occasionali"
"2020/12/24 5:07:05 PM CET","Maschio","Uomini;Donne","18 - 25","Neri","Neri","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Sport;Anime;Manga/Fumetti;Serie Tv;Arte;Teatro;Politica;Videogiochi;Tecnologia;Storia;Informatica;Libri;Cucina;Fotografia;Disegno","Carattere;Aspetto fisico","6","Rapporti occasionali"
"2020/12/24 5:14:15 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Cinema;Sport;Serie Tv;Teatro;Viaggi;Cucina","Carattere;Aspetto fisico;Hobby/Passioni","4","Amicizie"
"2020/12/24 5:15:07 PM CET","Femmina","Uomini","26 - 35","Castani","Rossi","1,41m - 1,60m","Si","Università - Facoltà umanistica","Musica;Cinema;Anime;Manga/Fumetti;Serie Tv;Videogiochi;Storia","Carattere;Aspetto fisico;Hobby/Passioni","6","Rapporti occasionali"
"2020/12/24 5:22:23 PM CET","Maschio","Uomini","18 - 25","Azzurri","Neri","1,41m - 1,60m","Si","Università - Facoltà scientifica","Teatro;Videogiochi;Cucina;Natura","Carattere;Aspetto fisico","8","Relazioni"
"2020/12/24 5:23:43 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Cinema;Anime;Manga/Fumetti;Serie Tv;Tv;Cucina","Carattere","6","Relazioni"
"2020/12/24 5:32:43 PM CET","Femmina","Uomini","18 - 25","Verdi","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Anime;Manga/Fumetti;Serie Tv;Arte;Videogiochi;Viaggi;Cucina","Carattere;Hobby/Passioni","6","Relazioni"
"2020/12/24 5:46:21 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Sport;Calcio;Anime;Manga/Fumetti;Videogiochi;Cucina","Carattere;Aspetto fisico;Hobby/Passioni","7","Amicizie"
"2020/12/24 5:53:43 PM CET","Femmina","Uomini","18 - 25","Castani","Neri","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Serie Tv;Arte;Videogiochi;Libri;Fotografia;Disegno","Carattere;Aspetto fisico;Hobby/Passioni","7","Relazioni"
"2020/12/24 5:58:26 PM CET","Femmina","Uomini","18 - 25","Castani","Neri","1,41m - 1,60m","Si","Università - Facoltà umanistica","Musica;Cinema;Serie Tv;Tv;Viaggi;Fotografia;Moda","Carattere;Aspetto fisico;Hobby/Passioni","2","Amicizie"
"2020/12/24 6:01:13 PM CET","Maschio","Donne","18 - 25","Verdi","Biondi","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Cinema;Serie Tv;Tv;Arte;Politica;Videogiochi;Tecnologia;Viaggi","Carattere;Aspetto fisico;Hobby/Passioni","8","Rapporti occasionali"
"2020/12/24 6:36:00 PM CET","Maschio","Donne","18 - 25","Castani","Neri","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Cinema;Sport;Calcio;Anime;Teatro;Politica;Videogiochi;Tecnologia;Storia","Carattere;Aspetto fisico","3","Rapporti occasionali"
"2020/12/24 7:06:53 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Cinema;Serie Tv;Tv;Arte;Viaggi;Libri;Cucina;Natura;Disegno;Moda;Altro","Carattere;Aspetto fisico;Hobby/Passioni;Altro","5","Amicizie"
"2020/12/24 7:24:19 PM CET","Femmina","Uomini","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Musica;Teatro;Tecnologia;Viaggi;Fotografia;Moda","Carattere;Aspetto fisico;Hobby/Passioni","5","Amicizie"
"2020/12/24 7:30:56 PM CET","Maschio","Donne","18 - 25","Verdi","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Cinema;Sport;Calcio;Serie Tv;Tv;Teatro;Politica;Viaggi;Storia;Libri;Cucina;Disegno","Carattere;Aspetto fisico;Hobby/Passioni","9","Rapporti occasionali"
"2020/12/24 7:44:24 PM CET","Maschio","Donne","18 - 25","Castani","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Sport;Serie Tv;Videogiochi;Tecnologia;Viaggi;Storia;Informatica;Natura;Fotografia;Disegno;Motori","Carattere;Hobby/Passioni","8","Amicizie"
"2020/12/24 8:17:47 PM CET","Femmina","Uomini","18 - 25","Verdi","Castani","1,61m - 1,80m","Si","Università - Facoltà umanistica","Sport","Carattere","1","Altro"
"2020/12/24 8:36:49 PM CET","Maschio","Donne","18 - 25","Neri","Castani","1,61m - 1,80m","Si","Università - Facoltà scientifica","Musica;Anime;Manga/Fumetti;Serie Tv;Tv;Videogiochi;Tecnologia;Informatica;Libri","Carattere;Aspetto fisico;Hobby/Passioni","6","Amicizie"
